AAId,AId,BId,RId,SId,Date
156197,621606,null,2,1,4/29/19
156296,480402,null,1,1,6/2/19
156363,589532,null,1,1,6/19/19
156365,592960,null,1,1,6/19/19
156366,589540,null,1,1,6/19/19
156527,114713,null,1,1,6/19/19
156645,698760,null,2,1,5/30/19
156749,115083,null,1,1,5/25/19
156941,620882,null,1,1,5/25/19
157384,535229,null,1,1,6/18/19
157426,589563,null,1,1,6/2/19
157793,116785,null,1,1,6/17/19
158257,654739,null,3,1,6/17/19
158339,35987,null,1,1,6/19/19
158593,117493,null,1,1,5/29/19
158803,113933,null,1,1,6/19/19
160009,596536,null,2,1,6/19/19
160235,581489,null,1,1,6/17/19
160264,511147,null,2,1,6/18/19
160492,114979,null,1,1,6/18/19
160563,189534,null,1,1,4/29/19
160767,543718,null,3,1,6/19/19
160820,570909,null,3,1,6/19/19
161234,155764,null,1,1,6/18/19
161295,714880,null,1,1,5/30/19
162105,777063,null,2,1,4/29/19
162203,625105,null,1,1,5/30/19
162260,593473,null,1,1,5/25/19
162263,578892,null,1,1,5/25/19
162296,149703,null,1,1,4/29/19
162321,521312,null,1,1,6/18/19
162473,621022,null,1,1,5/30/19
163046,316840,null,2,1,5/30/19
163934,594195,null,1,1,6/2/19
163988,122657,null,1,1,6/17/19
164603,578926,null,1,1,6/2/19
164962,475331,null,2,1,6/17/19
165310,578982,null,1,1,5/25/19
165495,595388,null,3,1,4/29/19
165829,445352,null,2,1,6/19/19
165914,112842,null,1,1,6/17/19
166150,113972,null,1,1,6/18/19
166160,593939,null,1,1,6/18/19
166194,589663,null,1,1,6/18/19
166558,154669,null,1,1,4/29/19
166624,121290,null,1,1,5/29/19
166648,484912,null,1,1,6/19/19
166735,326449,null,2,1,6/19/19
167071,115421,null,1,1,6/2/19
167316,115196,null,1,1,5/29/19
167532,118077,null,1,1,6/19/19
167621,588162,null,1,1,6/18/19
167881,545953,null,3,1,6/2/19
167919,714885,null,1,1,5/30/19
168654,117146,null,1,1,5/25/19
168802,571847,null,1,1,5/30/19
168987,118026,null,1,1,5/29/19
169588,594086,null,1,1,5/25/19
170010,579266,null,1,1,5/30/19
170096,531690,null,1,1,5/30/19
170542,744536,null,3,1,5/29/19
170846,571396,null,1,1,4/29/19
170862,597289,null,1,1,6/2/19
170948,584624,null,1,1,5/30/19
171006,483212,null,1,1,6/2/19
171094,578927,null,1,1,6/18/19
171142,586412,null,2,1,4/29/19
171452,607957,null,1,1,6/17/19
171642,584555,null,1,1,5/29/19
171723,500932,null,1,1,5/29/19
171946,38129,null,2,1,6/17/19
172015,117003,null,1,1,6/17/19
172319,572859,null,1,1,5/30/19
172523,447246,null,2,1,6/17/19
172616,650648,null,3,1,6/19/19
172959,621165,null,1,1,6/18/19
173059,115512,null,1,1,5/25/19
173508,117110,null,1,1,6/2/19
173691,117156,null,1,1,6/2/19
173898,621015,null,1,1,5/30/19
173914,116737,null,1,1,5/30/19
174229,122883,null,1,1,6/2/19
175197,597692,null,1,1,6/18/19
175201,589944,null,1,1,6/18/19
175229,594119,null,1,1,5/30/19
175233,579058,null,1,1,6/18/19
175295,563226,null,3,1,4/29/19
175394,125215,null,1,1,6/17/19
175513,169026,null,1,1,6/2/19
175528,152132,null,1,1,4/29/19
175634,625501,null,1,1,4/29/19
175702,738059,null,2,1,6/17/19
175738,594089,null,1,1,6/18/19
175842,532702,null,2,1,5/29/19
175925,117878,null,1,1,6/2/19
176073,363850,null,2,1,6/18/19
176152,149091,null,1,1,4/29/19
176213,120789,null,1,1,5/29/19
176809,118364,null,1,1,5/29/19
176826,602651,null,1,1,6/18/19
176895,449452,null,1,1,4/29/19
176948,606760,null,1,1,5/30/19
177496,524261,null,1,1,6/18/19
178199,588470,null,1,1,6/18/19
178254,167745,null,1,1,6/19/19
178342,354425,null,2,1,6/17/19
178564,119097,null,1,1,5/29/19
178576,516663,null,1,1,4/29/19
179115,660051,null,3,1,5/30/19
179217,119569,null,1,1,5/29/19
179268,126506,null,1,1,6/17/19
179677,553464,null,2,1,6/19/19
179749,112919,null,1,1,5/30/19
180155,255555,null,1,1,6/19/19
180191,122639,null,1,1,6/17/19
180282,594250,null,1,1,6/18/19
180753,661035,null,1,1,6/2/19
180817,597710,null,1,1,6/18/19
180853,689746,null,2,1,5/29/19
180910,685081,null,1,1,6/18/19
180981,117327,null,1,1,6/18/19
181209,123666,null,1,1,6/17/19
181399,589618,null,1,1,4/29/19
181524,197474,null,1,1,4/29/19
181700,593877,null,1,1,6/17/19
181952,192001,null,1,1,4/29/19
182237,602276,null,1,1,6/2/19
182678,571791,null,1,1,5/30/19
182945,776558,null,2,1,6/2/19
183275,597278,null,1,1,6/18/19
183955,597266,null,1,1,6/18/19
184096,123755,null,1,1,5/29/19
184483,449212,null,1,1,6/19/19
184976,578882,null,1,1,5/25/19
185494,512577,null,1,1,6/19/19
185506,118828,null,1,1,5/29/19
185513,697587,null,2,1,5/29/19
185705,116930,null,1,1,5/25/19
185795,355238,null,2,1,4/29/19
186039,814875,null,1,1,6/19/19
186109,116938,null,1,1,5/30/19
186314,141223,null,1,1,6/2/19
186486,112815,null,1,1,5/29/19
186519,552847,null,3,1,6/18/19
186588,696777,null,2,1,5/29/19
187027,558599,null,1,1,6/19/19
187136,689773,null,2,1,5/30/19
187341,400413,null,1,1,6/2/19
187525,125628,null,1,1,6/2/19
187578,117131,null,1,1,5/30/19
187647,115409,null,1,1,5/30/19
187693,145108,null,1,1,6/2/19
188122,116894,null,1,1,5/25/19
188125,597693,null,1,1,5/25/19
188264,126038,null,1,1,6/2/19
188488,359763,null,1,1,6/2/19
188614,594370,null,1,1,5/25/19
188644,620833,null,1,1,6/2/19
188718,724037,null,2,1,5/29/19
188768,578940,null,1,1,5/25/19
188834,469920,null,1,1,6/2/19
188873,144611,null,1,1,5/25/19
188986,116918,null,1,1,4/29/19
189149,116342,null,1,1,5/30/19
189182,723999,null,2,1,5/30/19
189310,564148,null,1,1,4/29/19
189488,790574,null,1,1,6/19/19
189903,125046,null,1,1,6/2/19
190174,445356,null,2,1,6/19/19
190227,121514,null,1,1,5/25/19
190387,54737,null,1,1,6/19/19
191350,121585,null,1,1,4/29/19
191355,124810,null,1,1,6/2/19
191554,583824,null,1,1,4/29/19
191933,121147,null,1,1,6/18/19
192082,114922,null,1,1,5/25/19
192401,255185,null,1,1,6/17/19
192545,449222,null,1,1,6/19/19
192738,593935,null,1,1,6/2/19
192952,224958,null,2,1,6/19/19
192988,685071,null,1,1,6/2/19
193137,120749,null,1,1,6/2/19
193166,571595,null,1,1,6/2/19
193228,120541,null,1,1,4/29/19
193640,119457,null,1,1,5/30/19
193733,511489,null,1,1,6/19/19
194034,199699,null,1,1,4/29/19
194478,593149,null,1,1,6/19/19
194753,123068,null,1,1,5/25/19
194974,144649,null,1,1,6/18/19
195004,120912,null,1,1,6/18/19
195263,112595,null,1,1,5/25/19
195291,677828,null,1,1,6/18/19
195367,339735,null,2,1,4/29/19
195413,621043,null,1,1,5/30/19
195541,394063,null,1,1,6/18/19
195574,144218,null,1,1,5/25/19
195577,594243,null,1,1,5/25/19
195642,123048,null,1,1,5/25/19
195901,446271,null,2,1,6/2/19
196013,589740,null,1,1,6/19/19
196290,564138,null,1,1,6/19/19
196301,279270,null,2,1,6/19/19
196615,145197,null,1,1,5/29/19
196628,584517,null,1,1,5/29/19
197148,120765,null,1,1,5/25/19
197258,198601,null,1,1,4/29/19
197588,687135,null,1,1,5/29/19
197603,468547,null,2,1,5/29/19
197890,198993,null,1,1,4/29/19
197949,670313,null,1,1,6/2/19
197953,558557,null,1,1,6/2/19
198038,118223,null,1,1,6/18/19
198173,594405,null,1,1,4/29/19
198218,579251,null,1,1,4/29/19
198430,750404,null,2,1,4/29/19
198573,466203,null,1,1,5/29/19
198591,125994,null,1,1,5/29/19
198800,144545,null,1,1,5/29/19
198909,564141,null,1,1,6/19/19
199855,588300,null,1,1,6/17/19
199976,579236,null,1,1,6/2/19
200166,116351,null,1,1,5/25/19
200379,837327,null,2,1,4/29/19
200625,554137,null,2,1,6/19/19
200687,119528,null,1,1,5/25/19
200718,126002,null,1,1,5/29/19
200878,112510,null,1,1,4/29/19
201031,393410,null,2,1,6/2/19
201148,122526,null,1,1,5/30/19
201694,558574,null,1,1,5/29/19
201946,118682,null,1,1,5/30/19
202242,116702,null,1,1,5/25/19
202251,117393,null,1,1,5/25/19
202253,126382,null,1,1,5/25/19
202627,626400,null,2,1,5/29/19
202641,125666,null,1,1,5/30/19
202908,577841,null,1,1,6/2/19
203429,625668,null,1,1,5/29/19
203504,588451,null,1,1,6/17/19
203592,126091,null,1,1,5/30/19
203894,449389,null,1,1,6/17/19
204529,492510,null,1,1,6/17/19
204780,799043,null,1,1,6/17/19
204839,593883,null,1,1,6/19/19
204877,122699,null,1,1,6/18/19
204908,121034,null,1,1,6/18/19
204974,114317,null,1,1,6/2/19
205013,115277,null,1,1,4/29/19
205270,119234,null,1,1,6/2/19
205306,121369,null,1,1,6/18/19
205371,359071,null,1,1,6/2/19
205392,111814,null,1,1,6/2/19
205541,356729,null,1,1,6/18/19
205837,249206,null,1,1,6/17/19
206144,115292,null,1,1,5/25/19
206351,754956,null,1,1,4/29/19
206378,586251,null,1,1,6/18/19
206501,115405,null,1,1,6/2/19
206719,685053,null,1,1,4/29/19
206817,306559,null,2,1,6/19/19
207103,586451,null,1,1,6/17/19
207398,594317,null,1,1,6/19/19
208187,116414,null,1,1,5/30/19
208595,118874,null,1,1,6/2/19
208696,123095,null,1,1,6/18/19
209029,116139,null,1,1,6/18/19
209326,112673,null,1,1,5/29/19
209955,115410,null,1,1,4/29/19
210175,116062,null,1,1,6/17/19
210441,578764,null,1,1,6/19/19
210661,124743,null,1,1,5/25/19
210688,149903,null,1,1,6/17/19
210736,118244,null,1,1,5/29/19
210744,112685,null,1,1,5/29/19
210765,351037,null,2,1,6/17/19
211048,116548,null,1,1,6/18/19
211126,375580,null,2,1,6/17/19
211335,118546,null,1,1,6/18/19
211912,119671,null,1,1,6/18/19
212007,588206,null,1,1,6/19/19
212010,579010,null,1,1,6/19/19
212175,396877,null,2,1,5/25/19
212297,144755,null,1,1,4/29/19
212504,324395,null,2,1,5/29/19
212727,588154,null,1,1,6/19/19
213021,712384,null,2,1,6/18/19
213089,120824,null,1,1,6/19/19
213270,122636,null,1,1,6/18/19
213312,764786,null,2,1,6/2/19
213483,117332,null,1,1,5/30/19
213516,459204,null,1,1,6/2/19
213630,727019,null,2,1,5/30/19
213647,118703,null,1,1,6/18/19
214163,579185,null,1,1,5/25/19
214547,581995,null,1,1,5/29/19
214660,344744,null,1,1,5/30/19
214719,507328,null,2,1,6/17/19
214739,672427,null,1,1,6/17/19
215309,122230,null,1,1,4/29/19
215820,118783,null,1,1,6/17/19
215828,621011,null,1,1,5/29/19
215987,144974,null,1,1,5/25/19
216006,584641,null,1,1,6/19/19
216014,583920,null,1,1,6/19/19
216112,588264,null,1,1,6/19/19
216135,112737,null,1,1,6/19/19
216619,621051,null,1,1,5/30/19
216627,621050,null,1,1,6/19/19
216635,593887,null,1,1,6/19/19
216847,596226,null,3,1,6/17/19
216854,396908,null,2,1,6/17/19
216941,717664,null,1,1,6/2/19
217114,125769,null,1,1,6/18/19
217119,118928,null,1,1,6/18/19
217657,118521,null,1,1,5/30/19
218049,373827,null,2,1,6/17/19
218175,583997,null,1,1,6/19/19
218419,589934,null,1,1,6/19/19
218603,594240,null,1,1,5/25/19
218934,597714,null,1,1,5/25/19
219352,594033,null,1,1,6/18/19
219514,118651,null,1,1,6/2/19
219523,118565,null,1,1,5/25/19
219558,514277,null,1,1,6/18/19
219798,626876,null,3,1,5/29/19
220404,764172,null,2,1,5/29/19
220674,319145,null,1,1,5/30/19
221138,384052,null,1,1,6/18/19
221209,682316,null,1,1,6/2/19
221743,285966,null,1,1,4/29/19
221808,43000,null,2,1,5/30/19
221858,306740,null,2,1,4/29/19
222048,479479,null,1,1,6/18/19
222543,594469,null,1,1,6/19/19
222556,117682,null,1,1,6/19/19
222605,588245,null,1,1,5/30/19
222710,508844,null,1,1,5/30/19
222730,122432,null,1,1,5/29/19
222925,118764,null,1,1,5/29/19
223021,116854,null,1,1,5/30/19
223475,607824,null,1,1,5/30/19
224663,689239,null,1,1,6/2/19
224708,599624,null,3,1,6/17/19
224816,124716,null,1,1,5/25/19
225262,700716,null,2,1,6/18/19
225277,126466,null,1,1,6/18/19
225306,597799,null,1,1,6/19/19
225333,112625,null,1,1,5/30/19
225359,117365,null,1,1,5/30/19
225430,347999,null,2,1,5/25/19
225566,584006,null,1,1,6/18/19
225755,215297,null,1,1,4/29/19
225877,555427,null,2,1,5/30/19
226193,31195,null,2,1,5/25/19
226243,125733,null,1,1,5/25/19
226615,126016,null,1,1,5/30/19
227038,97940,null,1,1,5/30/19
227044,600507,null,3,1,5/30/19
227152,594348,null,1,1,6/18/19
227161,628389,null,3,1,5/29/19
227408,594333,null,1,1,6/18/19
227470,524295,null,1,1,5/30/19
227501,150517,null,1,1,5/30/19
227648,94088,null,1,1,6/18/19
227763,144530,null,1,1,6/19/19
228233,123909,null,1,1,5/29/19
228306,595475,null,3,1,6/17/19
228408,712879,null,2,1,5/29/19
228622,577700,null,3,1,5/29/19
228653,144874,null,1,1,6/19/19
228725,115895,null,1,1,6/2/19
229071,522483,null,1,1,6/17/19
229254,259250,null,2,1,6/2/19
229566,743378,null,2,1,6/17/19
230443,121395,null,1,1,6/2/19
230449,632656,null,3,1,6/2/19
230478,621139,null,1,1,5/29/19
230513,125655,null,1,1,5/29/19
230596,467641,null,2,1,6/17/19
230634,584528,null,1,1,6/18/19
230690,597224,null,1,1,6/18/19
230907,594384,null,1,1,6/19/19
231236,600558,null,1,1,5/29/19
231287,594373,null,1,1,6/19/19
231350,597714,null,1,1,5/29/19
231421,597277,null,1,1,6/18/19
231502,119897,null,1,1,5/25/19
232043,651547,null,3,1,5/25/19
232473,183724,null,2,1,6/2/19
232643,649492,null,3,1,5/30/19
232647,588327,null,1,1,5/30/19
232903,571181,null,1,1,6/2/19
233044,227572,null,1,1,5/25/19
233567,628445,null,1,1,5/29/19
233693,729536,null,2,1,4/29/19
233799,125165,null,1,1,5/25/19
234046,569793,null,2,1,6/19/19
234080,571865,null,1,1,6/19/19
234179,144239,null,1,1,6/19/19
234320,149987,null,1,1,6/19/19
234425,600476,null,3,1,6/18/19
234778,156248,null,2,1,5/29/19
234892,118718,null,1,1,4/29/19
234973,153897,null,1,1,5/30/19
234983,582777,null,3,1,6/18/19
235096,612624,null,1,1,4/29/19
235318,220092,null,1,1,6/17/19
235408,478022,null,1,1,6/18/19
235447,577777,null,3,1,6/18/19
235476,628452,null,1,1,5/29/19
235599,184487,null,1,1,5/30/19
235814,144332,null,1,1,6/19/19
235942,145445,null,1,1,4/29/19
236314,222007,null,1,1,5/25/19
236532,126013,null,1,1,6/19/19
236636,594388,null,1,1,5/30/19
236689,802325,null,1,1,6/18/19
236893,597697,null,1,1,5/30/19
237019,588339,null,1,1,5/30/19
237276,658952,null,1,1,6/19/19
237337,773865,null,2,1,6/19/19
237504,582857,null,3,1,5/29/19
237568,584517,null,1,1,5/30/19
237810,604958,null,3,1,5/29/19
238193,597753,null,1,1,5/29/19
238233,772929,null,2,1,4/29/19
238308,132692,null,1,1,6/17/19
238623,148213,null,1,1,5/25/19
238902,246959,null,2,1,6/17/19
239049,115240,null,1,1,6/19/19
239142,115814,null,1,1,6/19/19
239148,121227,null,1,1,6/19/19
239284,523451,null,1,1,6/17/19
239370,112774,null,1,1,6/18/19
240209,354003,null,1,1,6/17/19
240376,126041,null,1,1,4/29/19
241012,609752,null,1,1,5/29/19
241236,319389,null,2,1,6/19/19
241533,628323,null,2,1,5/25/19
241660,121279,null,1,1,6/18/19
242249,754384,null,2,1,5/25/19
242387,592891,null,1,1,4/29/19
242832,564195,null,1,1,6/2/19
243018,588105,null,1,1,6/2/19
243022,593201,null,1,1,6/2/19
243119,593051,null,1,1,4/29/19
243191,595473,null,3,1,6/18/19
243197,117363,null,1,1,6/18/19
243257,502784,null,1,1,6/19/19
243356,773865,null,2,1,6/2/19
243392,353906,null,1,1,6/2/19
243440,211949,null,1,1,6/17/19
243476,202697,null,1,1,4/29/19
243856,115976,null,1,1,6/18/19
244128,120759,null,1,1,4/29/19
244430,587231,null,1,1,6/19/19
244597,646871,null,1,1,6/2/19
244629,37132,null,2,1,6/18/19
245074,692095,null,2,1,6/19/19
245123,592935,null,1,1,4/29/19
245390,651560,null,3,1,6/18/19
245534,72640,null,2,1,6/2/19
245857,701578,null,1,1,5/29/19
246097,353463,null,1,1,6/18/19
246115,714944,null,1,1,4/29/19
246326,223166,null,1,1,6/17/19
246703,573056,null,2,1,5/29/19
246728,222515,null,1,1,6/17/19
246758,583877,null,1,1,6/2/19
246944,262421,null,1,1,5/29/19
247014,621036,null,1,1,6/2/19
247396,791037,null,1,1,6/19/19
247584,117073,null,1,1,5/25/19
247653,602347,null,1,1,4/29/19
247985,126297,null,1,1,5/29/19
248089,228893,null,1,1,5/25/19
248295,694215,null,1,1,5/30/19
249022,141960,null,2,1,6/19/19
249123,136062,null,1,1,5/30/19
249376,576347,null,1,1,5/29/19
249423,862023,null,1,1,5/30/19
249443,7077,null,2,1,4/29/19
249728,286167,null,1,1,5/25/19
249802,531989,null,2,1,5/29/19
250235,122149,null,1,1,6/18/19
250299,628423,null,3,1,6/2/19
250336,116941,null,1,1,5/25/19
250386,288746,null,1,1,6/19/19
250485,161212,null,2,1,6/2/19
250741,583030,null,3,1,6/17/19
250886,759158,null,2,1,5/30/19
250934,617726,null,1,1,5/25/19
251316,593795,null,1,1,4/29/19
251353,707384,null,2,1,6/17/19
251529,410657,null,1,1,5/25/19
251559,582838,null,3,1,6/18/19
251742,144626,null,1,1,6/18/19
251814,61034,null,2,1,6/18/19
252036,119078,null,1,1,6/2/19
252206,408643,null,1,1,4/29/19
252259,594146,null,1,1,6/2/19
253457,684177,null,2,1,6/17/19
253765,617309,null,3,1,6/18/19
253769,507321,null,2,1,6/18/19
253846,144864,null,1,1,6/18/19
253948,466063,null,1,1,5/25/19
254145,788624,null,1,1,5/25/19
254312,247768,null,1,1,5/29/19
254564,734842,null,1,1,5/29/19
255040,648819,null,3,1,5/25/19
255132,132021,null,1,1,6/2/19
255247,729658,null,2,1,6/17/19
255362,857103,null,1,1,4/29/19
255394,683520,null,1,1,5/29/19
255608,754350,null,2,1,5/25/19
255675,119248,null,1,1,6/19/19
255806,578889,null,1,1,6/19/19
255862,122411,null,1,1,6/19/19
255890,223846,null,1,1,6/2/19
256092,121700,null,1,1,6/19/19
256117,505096,null,2,1,5/25/19
256425,593234,null,1,1,4/29/19
256761,30957,null,2,1,4/29/19
256830,144919,null,1,1,6/19/19
256866,45682,null,2,1,6/2/19
257891,543765,null,1,1,4/29/19
257981,36014,null,2,1,4/29/19
258032,714414,null,2,1,5/25/19
258129,396614,null,1,1,5/25/19
258487,656917,null,1,1,6/2/19
258865,654096,null,3,1,6/17/19
259276,122689,null,1,1,5/30/19
259633,222362,null,1,1,6/17/19
259849,144333,null,1,1,5/30/19
260195,119545,null,1,1,6/18/19
260726,116297,null,1,1,6/19/19
260819,671969,null,2,1,4/29/19
261041,604646,null,3,1,6/2/19
261168,138763,null,1,1,6/18/19
261569,90962,null,2,1,6/2/19
261768,102944,null,1,1,5/25/19
262106,122863,null,1,1,5/30/19
262183,362039,null,1,1,5/25/19
262215,12323,null,1,1,5/25/19
262389,37130,null,2,1,6/19/19
262397,118350,null,1,1,6/19/19
262558,126288,null,1,1,6/18/19
262597,771385,null,2,1,6/2/19
263013,702262,null,2,1,4/29/19
263031,688059,null,2,1,5/30/19
263294,144931,null,1,1,6/19/19
263419,759507,null,2,1,4/29/19
263545,281381,null,1,1,4/29/19
263750,780257,null,2,1,4/29/19
263755,133848,null,1,1,4/29/19
264106,118255,null,1,1,5/25/19
264147,779461,null,2,1,6/17/19
264279,123481,null,1,1,5/30/19
264914,588216,null,1,1,6/19/19
265189,584014,null,1,1,6/19/19
265240,593188,null,1,1,6/2/19
265363,144988,null,1,1,6/19/19
265366,65141,null,2,1,6/19/19
265539,772525,null,2,1,6/18/19
265769,125055,null,1,1,5/25/19
265843,579263,null,1,1,6/2/19
265863,523682,null,1,1,6/17/19
266215,573047,null,1,1,4/29/19
266392,714764,null,2,1,5/25/19
266617,157261,null,1,1,5/25/19
267567,586493,null,1,1,5/30/19
267602,589410,null,1,1,6/17/19
267699,124784,null,1,1,6/18/19
267740,119108,null,1,1,6/2/19
267769,124841,null,1,1,5/25/19
267979,85138,null,1,1,5/25/19
268130,726991,null,1,1,5/29/19
268197,710691,null,2,1,6/18/19
268622,771382,null,2,1,6/17/19
268687,115065,null,1,1,5/30/19
268695,449431,null,1,1,5/30/19
268754,119607,null,1,1,6/2/19
268819,578549,null,1,1,6/17/19
269104,621551,null,2,1,4/29/19
269251,709024,null,2,1,4/29/19
269295,678145,null,1,1,5/25/19
269421,571430,null,1,1,4/29/19
269460,579116,null,1,1,4/29/19
269796,262421,null,1,1,6/18/19
270122,252655,null,1,1,6/18/19
270200,396870,null,1,1,6/17/19
270553,123478,null,1,1,6/18/19
270981,116052,null,1,1,5/30/19
271000,575179,null,1,1,5/25/19
271086,121487,null,1,1,5/29/19
271109,575473,null,1,1,5/25/19
271213,118690,null,1,1,5/30/19
271537,17900,null,2,1,6/17/19
271557,132678,null,1,1,5/25/19
271694,144549,null,1,1,5/29/19
271939,560337,null,1,1,4/29/19
272094,247739,null,1,1,4/29/19
272319,153545,null,2,1,6/17/19
272391,540413,null,1,1,4/29/19
272821,719274,null,2,1,6/17/19
273285,126079,null,1,1,6/18/19
273317,125800,null,1,1,6/18/19
273372,725396,null,2,1,6/18/19
273916,594389,null,1,1,6/2/19
274280,130811,null,2,1,6/18/19
274468,124831,null,1,1,5/30/19
274529,604646,null,3,1,6/17/19
274549,137349,null,1,1,4/29/19
274765,263490,null,2,1,6/17/19
274770,719751,null,2,1,6/17/19
274848,735624,null,2,1,5/25/19
275204,555622,null,1,1,6/19/19
275400,148215,null,1,1,5/25/19
275481,151235,null,1,1,6/2/19
275698,160858,null,2,1,6/17/19
275995,571405,null,1,1,6/18/19
276028,137346,null,1,1,5/30/19
276114,282757,null,1,1,4/29/19
276338,220449,null,1,1,5/25/19
276399,202721,null,1,1,4/29/19
276436,19180,null,1,1,6/18/19
276515,718349,null,2,1,6/2/19
276517,743363,null,2,1,6/2/19
276652,121149,null,1,1,5/30/19
277084,620081,null,1,1,4/29/19
277349,364257,null,1,1,5/25/19
277366,700863,null,2,1,5/25/19
277404,714465,null,2,1,5/29/19
277754,122241,null,1,1,5/29/19
278125,639070,null,1,1,5/29/19
278515,119527,null,1,1,5/29/19
278646,249487,null,1,1,5/25/19
279120,466414,null,1,1,6/18/19
279131,486442,null,1,1,5/25/19
279177,594359,null,1,1,6/19/19
279233,531938,null,1,1,5/29/19
279308,532530,null,1,1,6/17/19
279897,718281,null,2,1,4/29/19
279969,168088,null,2,1,6/17/19
280218,627210,null,3,1,5/30/19
280340,571444,null,1,1,5/29/19
280383,449420,null,1,1,5/25/19
280385,348576,null,1,1,5/25/19
280602,156039,null,2,1,5/25/19
280659,571439,null,2,1,4/29/19
281607,88501,null,1,1,6/19/19
281718,619639,null,1,1,4/29/19
281740,723069,null,2,1,4/29/19
281809,195663,null,1,1,6/2/19
282054,115068,null,1,1,6/2/19
282092,733820,null,2,1,6/19/19
282396,493319,null,1,1,5/25/19
282566,515942,null,1,1,5/25/19
282680,147864,null,2,1,5/30/19
283137,581866,null,1,1,5/25/19
283456,466327,null,1,1,4/29/19
283607,607957,null,1,1,5/30/19
283975,529074,null,1,1,6/18/19
283980,69149,null,1,1,6/18/19
284106,510179,null,2,1,6/18/19
284346,241198,null,1,1,4/29/19
284489,279548,null,2,1,5/30/19
284722,715684,null,2,1,6/17/19
284829,189235,null,3,1,6/17/19
284944,151394,null,1,1,6/2/19
285256,524991,null,1,1,4/29/19
285499,594247,null,1,1,6/19/19
285602,589695,null,1,1,6/2/19
285977,572063,null,3,1,6/19/19
285987,588455,null,1,1,6/19/19
286108,620874,null,1,1,6/2/19
286323,586076,null,1,1,6/2/19
286521,593144,null,1,1,6/2/19
286566,142575,null,2,1,4/29/19
286670,743444,null,2,1,6/17/19
286699,171413,null,2,1,6/18/19
286766,743372,null,2,1,5/30/19
286787,597747,null,1,1,6/19/19
286824,139907,null,1,1,5/29/19
287495,642762,null,3,1,5/30/19
287536,29628,null,1,1,6/18/19
287568,729071,null,2,1,5/30/19
287645,721092,null,2,1,6/17/19
287874,672531,null,2,1,4/29/19
287992,41332,null,2,1,5/29/19
288113,483710,null,1,1,5/30/19
288473,684331,null,2,1,6/17/19
288998,195848,null,1,1,6/2/19
289175,69711,null,2,1,4/29/19
289337,823422,null,1,1,6/2/19
289541,573105,null,1,1,6/17/19
289649,36176,null,2,1,5/25/19
290513,451331,null,1,1,6/2/19
290634,651553,null,3,1,5/25/19
291112,722322,null,2,1,6/19/19
291417,601979,null,1,1,6/2/19
291501,184427,null,1,1,5/29/19
291650,41568,null,2,1,6/17/19
